,awake,bedtime_end,bedtime_end_delta,bedtime_start,bedtime_start_delta,breath_average,deep,duration,efficiency,hr_5min,hr_average,hr_lowest,hypnogram_5min,is_longest,light,midpoint_at_delta,midpoint_time,onset_latency,period_id,rem,restless,rmssd,rmssd_5min,score,score_alignment,score_deep,score_disturbances,score_efficiency,score_latency,score_rem,score_total,summary_date,temperature_delta,temperature_deviation,temperature_trend_deviation,timezone,total
27,6570,2020-04-16T09:42:59+02:00,34979,2020-04-16T00:50:59+02:00,3059,14.25,6840,31920,79,"[62, 63, 62, 62, 62, 63, 63, 64, 64, 64, 66, 66, 64, 64, 64, 65, 61, 60, 60, 61, 60, 61, 60, 61, 62, 63, 62, 62, 61, 65, 70, 65, 64, 63, 62, 60, 60, 59, 62, 0, 60, 61, 63, 62, 63, 62, 61, 61, 61, 61, 62, 60, 61, 60, 59, 60, 60, 60, 59, 60, 60, 60, 58, 58, 56, 57, 57, 0, 0, 0, 61, 67, 0, 62, 63, 60, 0, 59, 59, 59, 59, 59, 59, 59, 59, 59, 57, 56, 59, 60, 63, 60, 58, 61, 61, 60, 60, 59, 59, 59, 59, 58, 58, 59, 61, 0, 0]",60.96,56,22111111111222212111122211122444222444444222222122244222212111222333333442244222222222222222222332222122444,1,16410,18689,15630,120,0,2100,23,34,"[22, 19, 24, 18, 17, 16, 26, 21, 21, 15, 15, 16, 19, 21, 24, 22, 22, 18, 20, 19, 21, 35, 27, 31, 34, 35, 26, 26, 45, 22, 26, 24, 24, 28, 34, 34, 36, 27, 34, 0, 29, 24, 32, 40, 38, 40, 51, 38, 49, 47, 34, 29, 22, 40, 29, 39, 36, 42, 41, 45, 43, 43, 38, 45, 47, 50, 44, 0, 0, 0, 49, 25, 0, 27, 29, 48, 0, 25, 32, 38, 43, 37, 36, 34, 35, 39, 37, 39, 40, 42, 28, 42, 46, 43, 50, 35, 47, 49, 42, 51, 43, 45, 57, 57, 40, 0, 0]",64,34,98,46,72,64,31,78,2020-04-15,-0.17,-0.17,-0.02,120,25350
28,5130,2020-04-17T09:12:31+02:00,33151,2020-04-17T00:41:31+02:00,2491,14.875,7110,30660,83,"[0, 65, 65, 65, 62, 62, 62, 61, 61, 62, 61, 61, 63, 60, 60, 61, 60, 61, 62, 62, 62, 61, 61, 60, 60, 61, 60, 61, 0, 62, 67, 62, 62, 62, 61, 60, 59, 55, 55, 0, 0, 0, 56, 57, 0, 0, 0, 55, 56, 58, 59, 60, 56, 57, 61, 62, 0, 0, 57, 57, 57, 57, 57, 58, 58, 58, 0, 0, 0, 58, 58, 58, 61, 56, 55, 55, 57, 56, 54, 55, 56, 58, 60, 62, 59, 58, 57, 59, 60, 61, 57, 57, 56, 56, 56, 0, 59, 59, 64, 59, 58, 60, 0]",59.28,54,4222222111121221111111111111131244222211112233222244222444222223333332222322322222342222213333344222244,1,13710,17341,14850,390,0,4710,24,31,"[0, 21, 22, 23, 20, 21, 19, 26, 19, 18, 29, 18, 18, 23, 22, 29, 27, 22, 20, 14, 19, 18, 23, 27, 29, 33, 26, 33, 0, 58, 39, 24, 25, 24, 20, 23, 34, 27, 36, 0, 0, 0, 29, 42, 0, 0, 0, 31, 30, 37, 20, 20, 32, 28, 36, 37, 0, 0, 33, 30, 32, 35, 29, 28, 33, 30, 0, 0, 0, 31, 25, 42, 35, 42, 44, 45, 32, 37, 47, 35, 35, 42, 25, 28, 31, 39, 52, 35, 33, 28, 41, 45, 42, 51, 36, 0, 34, 37, 29, 41, 45, 37, 0]",71,45,98,42,79,78,71,79,2020-04-16,-0.05,-0.05,-0.04,120,25530
29,4740,2020-04-18T11:05:31+02:00,39931,2020-04-18T02:06:31+02:00,7591,14.375,7650,32340,85,"[0, 61, 58, 59, 58, 57, 57, 58, 59, 59, 59, 60, 62, 60, 61, 60, 59, 59, 59, 59, 59, 59, 60, 59, 59, 59, 59, 57, 56, 58, 58, 58, 58, 59, 58, 58, 59, 59, 58, 57, 56, 55, 55, 56, 56, 55, 56, 58, 62, 59, 59, 60, 59, 58, 62, 61, 60, 59, 57, 56, 57, 58, 59, 0, 58, 0, 60, 60, 58, 0, 60, 62, 62, 62, 62, 60, 59, 58, 57, 59, 57, 57, 59, 60, 0, 61, 60, 64, 64, 67, 62, 61, 59, 59, 58, 58, 59, 59, 59, 60, 60, 56, 59, 61, 60, 61, 59, 60]",59.03,55,442221111111222111211122112222222221222222211423222222212222211111223433322222222234422444222222211422224234,1,17760,23311,15720,510,0,2190,29,31,"[0, 25, 24, 25, 25, 23, 28, 19, 17, 20, 16, 14, 21, 27, 36, 34, 40, 43, 31, 25, 20, 24, 30, 19, 18, 36, 33, 44, 37, 29, 45, 55, 28, 29, 27, 35, 36, 44, 70, 36, 49, 25, 28, 32, 28, 57, 51, 28, 36, 33, 29, 27, 41, 33, 36, 49, 46, 35, 43, 43, 45, 35, 34, 0, 42, 0, 46, 28, 42, 0, 43, 39, 35, 30, 25, 36, 29, 39, 37, 41, 40, 34, 46, 31, 0, 30, 24, 33, 39, 25, 23, 42, 34, 33, 33, 31, 32, 34, 33, 45, 45, 40, 39, 39, 36, 33, 42, 33]",71,14,98,65,83,83,32,87,2020-04-17,-0.06,-0.06,-0.03,120,27600
30,4860,2020-04-19T10:43:27+02:00,38607,2020-04-19T02:37:27+02:00,9447,14.125,8130,29160,83,"[61, 0, 0, 57, 57, 57, 56, 57, 58, 58, 58, 59, 58, 58, 59, 61, 62, 60, 60, 60, 61, 62, 63, 62, 62, 61, 60, 56, 54, 55, 55, 55, 56, 61, 61, 59, 64, 56, 54, 56, 57, 57, 58, 58, 58, 59, 59, 59, 58, 56, 56, 57, 58, 56, 57, 62, 57, 56, 57, 57, 58, 58, 58, 58, 57, 56, 56, 57, 57, 57, 56, 57, 59, 60, 56, 55, 56, 57, 57, 57, 58, 58, 59, 59, 59, 60, 56, 56, 59, 58, 59, 57, 60, 59, 59, 59, 59, 0]",58.07,54,24422222111442112222111113422222232222222211111144211221222222114211134424221222223111233333344244,1,13650,23727,14280,1020,0,2520,20,36,"[29, 0, 0, 29, 37, 49, 55, 52, 24, 26, 22, 24, 42, 34, 27, 36, 48, 24, 26, 23, 27, 32, 37, 34, 31, 31, 29, 36, 28, 27, 37, 31, 42, 40, 31, 38, 29, 45, 45, 34, 39, 32, 25, 21, 23, 29, 31, 26, 40, 40, 38, 36, 35, 54, 28, 29, 38, 49, 45, 49, 41, 38, 45, 44, 37, 35, 40, 36, 34, 53, 51, 39, 32, 45, 42, 38, 45, 58, 59, 45, 43, 35, 36, 34, 40, 40, 47, 40, 42, 36, 37, 33, 34, 43, 33, 36, 30, 0]",65,13,99,44,79,94,37,74,2020-04-18,0.04,0.04,0.02,120,24300
31,6210,2020-04-20T09:42:30+02:00,34950,2020-04-20T01:31:30+02:00,5490,14.0,5370,29460,79,"[0, 61, 61, 61, 61, 61, 61, 61, 60, 63, 61, 61, 61, 62, 63, 66, 62, 61, 60, 61, 61, 61, 61, 61, 61, 0, 0, 0, 0, 58, 58, 0, 58, 61, 64, 0, 59, 59, 59, 58, 58, 58, 58, 56, 56, 57, 57, 57, 57, 56, 58, 58, 58, 60, 59, 57, 57, 55, 55, 56, 56, 58, 58, 56, 54, 54, 55, 56, 56, 55, 57, 59, 63, 60, 59, 59, 60, 59, 58, 58, 57, 58, 54, 56, 56, 59, 58, 59, 60, 64, 63, 59, 58, 60, 61, 61, 59, 59, 0]",58.91,54,421111111421112222221221444444222244222211221111244222222222222222211223442222222222222333332222244,1,16470,20580,15090,390,0,1410,24,33,"[0, 17, 17, 17, 18, 16, 19, 16, 18, 40, 32, 21, 30, 30, 29, 24, 33, 42, 49, 29, 29, 30, 29, 25, 33, 0, 0, 0, 0, 38, 34, 0, 39, 36, 40, 0, 23, 20, 29, 24, 27, 29, 41, 24, 31, 35, 31, 33, 38, 46, 42, 45, 53, 46, 40, 38, 56, 46, 43, 43, 48, 48, 32, 34, 42, 33, 37, 41, 39, 57, 39, 32, 32, 60, 30, 36, 35, 31, 35, 38, 31, 51, 39, 50, 33, 45, 54, 45, 47, 32, 41, 44, 47, 42, 35, 31, 33, 32, 0]",63,22,96,65,69,78,21,70,2020-04-19,-0.11,-0.11,0.0,120,23250
32,3120,2020-04-21T10:13:30+02:00,36810,2020-04-21T04:10:30+02:00,15030,14.5,7770,21780,86,"[0, 59, 59, 59, 60, 61, 62, 62, 63, 64, 69, 67, 61, 60, 60, 61, 61, 61, 61, 62, 63, 64, 0, 61, 60, 59, 60, 60, 62, 59, 60, 59, 60, 59, 58, 57, 57, 57, 57, 58, 58, 59, 58, 59, 63, 62, 59, 60, 59, 57, 56, 59, 60, 61, 62, 63, 63, 63, 62, 62, 62, 63, 63, 63, 62, 62, 64, 61, 61, 64, 67, 62, 62]",60.89,56,4221111131112223111131333112422221221121111221222222221112222321244224444,1,8970,25140,10110,330,0,1920,23,38,"[0, 19, 29, 18, 28, 33, 31, 39, 35, 32, 16, 20, 38, 29, 31, 34, 35, 36, 37, 45, 44, 48, 0, 50, 34, 25, 41, 32, 43, 58, 53, 47, 45, 47, 53, 45, 39, 35, 45, 45, 41, 46, 53, 50, 41, 42, 55, 44, 39, 56, 48, 47, 30, 35, 36, 38, 47, 48, 52, 32, 40, 36, 38, 42, 49, 48, 52, 35, 36, 34, 48, 26, 31]",58,9,99,70,86,75,28,50,2020-04-20,0.09,0.09,0.04,120,18660
33,4230,2020-04-22T09:41:30+02:00,34890,2020-04-22T01:28:30+02:00,5310,14.25,6300,29580,86,"[0, 66, 65, 65, 65, 65, 65, 65, 65, 65, 65, 63, 63, 64, 64, 69, 68, 66, 63, 64, 65, 65, 64, 65, 65, 62, 61, 61, 61, 62, 61, 61, 60, 61, 63, 62, 61, 63, 64, 62, 63, 62, 60, 60, 0, 58, 58, 59, 59, 59, 59, 59, 59, 60, 62, 71, 68, 64, 0, 0, 0, 58, 57, 57, 57, 57, 57, 58, 58, 0, 0, 0, 58, 59, 64, 61, 60, 58, 59, 60, 61, 62, 59, 61, 59, 59, 59, 58, 59, 59, 60, 62, 63, 63, 63, 61, 62, 60, 62]",61.69,57,422211111222222214211111422221112222222212244222221223331444222222233334222222222222222211311332444,1,16020,19770,14460,180,0,3030,23,46,"[0, 25, 24, 29, 26, 23, 23, 27, 21, 31, 53, 56, 42, 30, 33, 26, 41, 37, 48, 34, 32, 36, 36, 25, 33, 59, 48, 48, 39, 36, 40, 42, 54, 62, 43, 37, 51, 42, 50, 48, 40, 44, 54, 62, 0, 48, 48, 49, 55, 55, 48, 62, 63, 76, 46, 23, 26, 43, 0, 0, 0, 28, 44, 48, 49, 53, 58, 71, 66, 0, 0, 0, 62, 54, 36, 48, 66, 56, 53, 58, 62, 52, 53, 54, 65, 60, 62, 52, 48, 43, 65, 49, 48, 46, 56, 51, 62, 52, 49]",70,25,97,68,86,67,45,78,2020-04-21,0.01,0.01,0.06,120,25350
34,7290,2020-04-23T10:14:38+02:00,36878,2020-04-23T01:16:38+02:00,4598,14.125,8070,32280,77,"[64, 62, 61, 61, 61, 60, 62, 62, 63, 65, 64, 64, 64, 61, 63, 65, 65, 66, 67, 66, 67, 67, 58, 58, 58, 59, 60, 59, 60, 59, 63, 62, 61, 60, 60, 60, 58, 58, 58, 58, 58, 59, 59, 58, 57, 57, 56, 56, 53, 53, 56, 60, 65, 0, 0, 0, 0, 56, 56, 56, 56, 56, 57, 57, 57, 57, 56, 56, 57, 61, 58, 62, 57, 58, 58, 58, 57, 55, 56, 56, 55, 58, 59, 58, 57, 60, 58, 57, 60, 57, 55, 56, 57, 57, 57, 57, 55, 56, 57, 57, 59, 0, 57, 0, 57, 58, 0, 0]",59.03,53,422222222211224221111122211112344222221111112211222344444222221122221244222222442242242333221112211144444244,1,15480,19598,15000,240,0,1440,23,49,"[33, 28, 43, 40, 40, 43, 55, 61, 51, 41, 53, 44, 46, 45, 44, 41, 43, 34, 32, 32, 35, 37, 47, 58, 56, 53, 46, 49, 56, 54, 43, 42, 54, 52, 56, 39, 57, 55, 67, 51, 59, 60, 57, 62, 62, 38, 44, 40, 45, 57, 61, 49, 36, 0, 0, 0, 0, 37, 37, 41, 38, 42, 42, 46, 53, 45, 50, 61, 51, 43, 37, 42, 51, 48, 35, 47, 51, 48, 53, 58, 65, 68, 53, 51, 48, 52, 52, 46, 43, 58, 57, 60, 57, 58, 60, 53, 54, 55, 59, 57, 55, 0, 44, 0, 34, 33, 0, 0]",61,26,99,39,67,70,21,77,2020-04-22,-0.5,-0.5,-0.13,120,24990
35,5850,2020-04-24T11:25:00+02:00,41100,2020-04-24T02:22:00+02:00,8520,14.125,9480,32580,82,"[64, 64, 63, 63, 63, 63, 63, 63, 64, 69, 65, 64, 64, 64, 63, 63, 63, 60, 61, 62, 61, 60, 59, 55, 55, 55, 55, 55, 55, 56, 62, 60, 60, 57, 60, 59, 58, 58, 58, 58, 59, 60, 59, 56, 57, 56, 56, 57, 58, 61, 60, 58, 57, 58, 55, 55, 55, 56, 57, 58, 58, 59, 58, 57, 54, 58, 60, 0, 57, 58, 56, 58, 56, 57, 58, 56, 56, 57, 58, 58, 58, 59, 61, 60, 60, 60, 64, 66, 62, 60, 61, 62, 59, 58, 60, 58, 57, 58, 58, 59, 60, 60, 60, 63, 65, 0, 59, 59, 0]",59.31,54,4231111211422221442222222111111342211211111422242322244221111211221422222222222111111334433322322322222144244,1,14130,24390,15870,180,0,3120,23,53,"[40, 36, 52, 48, 47, 49, 41, 32, 35, 28, 36, 40, 46, 41, 45, 41, 51, 45, 40, 42, 55, 66, 57, 59, 63, 58, 62, 67, 62, 59, 42, 56, 35, 51, 58, 58, 68, 58, 59, 56, 56, 57, 61, 59, 61, 51, 69, 54, 41, 46, 42, 52, 37, 36, 49, 53, 58, 58, 56, 58, 61, 59, 68, 59, 65, 62, 58, 0, 50, 51, 60, 55, 50, 60, 51, 54, 61, 55, 61, 57, 57, 55, 47, 52, 65, 61, 35, 38, 47, 62, 50, 56, 63, 71, 53, 58, 72, 58, 63, 52, 49, 49, 46, 47, 44, 0, 44, 48, 0]",70,11,100,69,76,67,46,84,2020-04-23,-0.18,-0.18,-0.23,120,26730
36,6600,2020-04-25T10:49:10+02:00,38950,2020-04-25T01:23:10+02:00,4990,14.375,6660,33960,81,"[0, 62, 62, 61, 61, 60, 60, 59, 59, 59, 59, 59, 59, 58, 61, 62, 63, 64, 62, 62, 62, 62, 60, 58, 58, 60, 62, 59, 58, 58, 59, 60, 60, 60, 59, 60, 62, 67, 61, 58, 59, 60, 59, 60, 58, 58, 57, 57, 58, 56, 56, 57, 57, 57, 57, 57, 57, 57, 56, 58, 57, 62, 0, 0, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 55, 56, 59, 67, 60, 63, 65, 59, 57, 59, 57, 57, 58, 58, 58, 58, 57, 56, 59, 58, 58, 61, 59, 57, 59, 59, 59, 59, 56, 56, 57, 58, 58, 59, 59, 58, 60, 60, 59, 65]",58.89,55,422221211111111222222112112422221144432222212222222211221112224442222222212233333344222222222232222334222222144444,1,18300,21430,16440,330,0,2400,27,57,"[0, 32, 40, 43, 47, 42, 57, 43, 44, 51, 47, 58, 55, 51, 48, 48, 36, 44, 50, 54, 61, 58, 60, 60, 53, 59, 70, 53, 57, 59, 67, 69, 75, 80, 72, 49, 48, 29, 38, 54, 58, 48, 45, 54, 47, 52, 53, 61, 71, 65, 58, 64, 60, 65, 68, 79, 79, 76, 91, 57, 44, 49, 0, 0, 31, 30, 48, 43, 41, 43, 60, 59, 57, 63, 73, 66, 64, 29, 52, 41, 40, 61, 80, 49, 52, 62, 66, 53, 60, 64, 59, 49, 56, 59, 53, 67, 70, 57, 54, 50, 52, 48, 59, 58, 63, 61, 58, 54, 61, 67, 63, 52, 60, 58]",70,20,97,65,74,75,35,86,2020-04-24,0.01,0.01,-0.14,120,27360
37,5460,2020-04-26T12:18:00+02:00,44280,2020-04-26T02:52:00+02:00,10320,14.375,6570,33960,84,"[62, 60, 60, 61, 59, 58, 59, 59, 59, 61, 61, 60, 60, 60, 60, 60, 65, 64, 56, 57, 58, 58, 58, 59, 62, 62, 62, 58, 57, 58, 59, 59, 57, 58, 58, 60, 58, 60, 0, 0, 57, 58, 57, 57, 56, 56, 57, 57, 57, 56, 57, 57, 56, 58, 57, 58, 58, 60, 63, 61, 61, 58, 58, 57, 57, 56, 56, 56, 56, 57, 57, 57, 57, 0, 59, 60, 61, 61, 60, 59, 60, 59, 57, 57, 57, 55, 54, 55, 56, 56, 60, 60, 61, 60, 57, 56, 58, 57, 57, 57, 57, 58, 0, 0, 0, 0, 56, 57, 57, 56, 54, 58, 58, 0]",58.28,54,422222222222221111222221111122122222224422222222111221124433224221211221144223222222222311244322222222333322222344,1,19170,26910,16590,690,0,2760,30,65,"[45, 30, 45, 61, 88, 79, 81, 88, 81, 77, 86, 86, 89, 77, 84, 79, 37, 48, 58, 62, 66, 61, 70, 56, 72, 71, 71, 92, 73, 63, 78, 84, 89, 81, 84, 59, 59, 47, 0, 0, 39, 48, 59, 57, 58, 51, 59, 62, 57, 85, 78, 84, 90, 89, 68, 58, 46, 49, 46, 38, 52, 43, 50, 56, 61, 54, 43, 41, 47, 59, 53, 56, 56, 0, 64, 63, 51, 52, 53, 40, 47, 68, 69, 75, 81, 59, 47, 55, 52, 74, 58, 59, 59, 60, 68, 46, 62, 55, 72, 68, 70, 59, 0, 0, 0, 0, 76, 66, 72, 61, 76, 71, 43, 0]",73,4,97,66,81,91,41,91,2020-04-25,-0.14,-0.14,-0.06,120,28500
38,5430,2020-04-27T09:19:00+02:00,33540,2020-04-27T01:16:00+02:00,4560,14.25,6090,28980,81,"[59, 59, 59, 59, 59, 59, 59, 60, 60, 58, 58, 59, 61, 65, 64, 63, 63, 61, 60, 60, 60, 59, 60, 60, 60, 60, 56, 56, 58, 57, 58, 58, 58, 0, 57, 62, 0, 58, 58, 57, 57, 57, 57, 57, 56, 57, 57, 57, 57, 58, 57, 57, 58, 58, 59, 60, 60, 58, 0, 59, 58, 59, 60, 58, 55, 56, 55, 55, 55, 56, 0, 0, 0, 55, 57, 60, 60, 60, 61, 57, 58, 57, 57, 56, 55, 55, 56, 57, 55, 56, 60, 60, 56, 57, 58, 57, 0]",58.22,55,2211111112221222222221222222221114421422222222122122221244422222222211124442222422222222223322444,1,17010,18090,13530,30,0,450,26,60,"[34, 49, 43, 49, 51, 58, 51, 67, 74, 49, 50, 50, 59, 32, 43, 58, 55, 66, 66, 68, 69, 71, 79, 76, 75, 70, 62, 79, 58, 55, 73, 75, 80, 0, 59, 52, 0, 34, 36, 50, 45, 44, 62, 69, 63, 64, 61, 57, 50, 54, 72, 75, 67, 81, 61, 36, 49, 49, 0, 45, 58, 60, 73, 63, 49, 72, 57, 60, 59, 70, 0, 0, 0, 65, 59, 53, 48, 43, 75, 40, 52, 44, 41, 56, 61, 55, 43, 54, 78, 49, 44, 52, 58, 40, 46, 38, 0]",63,38,97,68,74,62,7,71,2020-04-26,-0.09,-0.09,-0.06,120,23550
39,4950,2020-04-28T09:41:00+02:00,34860,2020-04-28T01:05:00+02:00,3900,14.25,8190,30960,84,"[0, 59, 59, 58, 59, 59, 59, 60, 60, 60, 63, 65, 63, 63, 63, 62, 61, 61, 62, 59, 59, 59, 59, 60, 60, 60, 0, 59, 58, 61, 59, 60, 0, 58, 58, 57, 57, 56, 56, 55, 56, 0, 0, 55, 53, 53, 54, 54, 54, 55, 58, 57, 60, 63, 59, 0, 57, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 55, 55, 54, 54, 54, 55, 61, 62, 65, 0, 57, 58, 58, 58, 58, 58, 58, 58, 56, 54, 56, 58, 54, 59, 60, 59, 55, 54, 55, 55, 54, 54, 55, 55, 55, 56, 0]",57.67,53,42221111111442221112211221144224442221111112222121123144222212222222212223144222222212244233422222222244,1,16680,19230,15330,240,0,1140,24,61,"[0, 51, 63, 76, 60, 68, 59, 69, 54, 59, 47, 35, 43, 54, 61, 65, 75, 65, 67, 54, 41, 41, 50, 84, 87, 71, 0, 74, 93, 63, 62, 57, 0, 45, 54, 71, 71, 74, 74, 58, 59, 0, 0, 53, 62, 68, 62, 70, 77, 74, 78, 67, 55, 36, 70, 0, 32, 52, 49, 55, 47, 58, 52, 51, 43, 45, 61, 74, 72, 85, 73, 76, 62, 48, 42, 30, 0, 59, 41, 51, 43, 51, 51, 58, 64, 64, 58, 68, 70, 62, 58, 50, 55, 49, 50, 72, 75, 67, 57, 73, 81, 73, 81, 0]",64,29,99,42,81,70,16,81,2020-04-27,0.02,0.02,-0.03,120,26010
40,6420,2020-04-29T09:41:59+02:00,34919,2020-04-29T01:03:59+02:00,3839,13.625,9360,31080,79,"[0, 57, 56, 56, 56, 57, 57, 56, 56, 57, 58, 58, 61, 62, 57, 55, 55, 55, 55, 55, 54, 53, 55, 55, 55, 55, 55, 55, 54, 54, 58, 58, 0, 0, 54, 54, 53, 53, 53, 53, 53, 54, 53, 53, 53, 53, 53, 54, 53, 55, 58, 60, 57, 60, 0, 54, 54, 56, 54, 54, 54, 53, 53, 52, 52, 53, 53, 53, 53, 54, 53, 56, 56, 55, 56, 56, 0, 55, 55, 54, 53, 52, 52, 52, 53, 54, 54, 56, 55, 56, 57, 57, 56, 56, 60, 59, 57, 57, 57, 56, 56, 56, 58, 0]",55.16,52,42211111111233222211211122112114441122211222111111144442222122422221222133333122222333334244223444224444,1,11700,18209,14370,240,0,3600,22,53,"[0, 52, 67, 52, 56, 65, 66, 60, 52, 59, 72, 74, 67, 60, 72, 47, 44, 38, 66, 62, 63, 62, 56, 62, 57, 38, 51, 55, 57, 58, 59, 73, 0, 0, 40, 39, 54, 61, 48, 46, 46, 48, 69, 50, 58, 55, 53, 69, 45, 54, 55, 47, 68, 62, 0, 39, 40, 49, 42, 43, 60, 47, 55, 40, 55, 37, 36, 35, 44, 45, 48, 70, 53, 64, 59, 57, 0, 50, 47, 59, 49, 63, 70, 66, 72, 43, 63, 64, 65, 73, 67, 51, 55, 51, 51, 50, 55, 45, 42, 61, 57, 54, 40, 0]",70,37,100,70,69,70,54,75,2020-04-28,-0.09,-0.09,-0.03,120,24660
