,awake,bedtime_end,bedtime_end_delta,bedtime_start,bedtime_start_delta,breath_average,deep,duration,efficiency,hr_5min,hr_average,hr_lowest,hypnogram_5min,is_longest,light,midpoint_at_delta,midpoint_time,onset_latency,period_id,rem,restless,rmssd,rmssd_5min,score,score_alignment,score_deep,score_disturbances,score_efficiency,score_latency,score_rem,score_total,summary_date,temperature_delta,temperature_deviation,temperature_trend_deviation,timezone,total
41,8250,2020-04-30T09:38:03+02:00,34683,2020-04-30T01:15:03+02:00,4503,14.5,10110,30180,73,"[0, 0, 60, 58, 57, 56, 56, 56, 57, 57, 57, 56, 56, 56, 56, 57, 58, 61, 58, 58, 57, 57, 58, 58, 56, 56, 55, 55, 55, 55, 58, 66, 64, 0, 55, 55, 55, 54, 54, 54, 55, 55, 54, 54, 0, 55, 53, 53, 52, 0, 54, 56, 57, 59, 55, 52, 51, 52, 52, 52, 52, 53, 53, 54, 53, 54, 53, 54, 0, 56, 54, 54, 55, 55, 55, 54, 55, 54, 55, 0, 0, 0, 0, 0, 58, 56, 55, 56, 56, 56, 55, 55, 55, 56, 56, 56, 57, 55, 55, 55, 57]",55.56,51,44422111111111111444211121114431441112111111421111424442222222222221434222222213443444244222222142244,1,10650,19023,14520,840,0,1170,20,53,"[0, 0, 36, 45, 39, 57, 40, 62, 68, 45, 50, 37, 47, 30, 45, 55, 46, 48, 55, 40, 41, 69, 77, 60, 51, 39, 45, 37, 39, 52, 40, 36, 49, 0, 35, 37, 47, 51, 50, 48, 67, 73, 54, 56, 0, 78, 64, 66, 79, 0, 49, 51, 58, 59, 82, 51, 52, 55, 47, 44, 43, 41, 55, 49, 52, 64, 44, 64, 0, 62, 74, 55, 63, 55, 75, 74, 61, 54, 60, 0, 0, 0, 0, 0, 36, 64, 54, 56, 53, 46, 52, 58, 37, 48, 53, 63, 52, 62, 78, 76, 66]",58,31,100,41,55,97,17,64,2020-04-29,-0.06,-0.06,-0.04,120,21930
42,6330,2020-05-01T11:33:31+02:00,41611,2020-05-01T02:08:31+02:00,7711,14.25,10230,33900,81,"[58, 56, 55, 54, 54, 54, 54, 54, 55, 55, 56, 55, 56, 58, 59, 57, 60, 58, 57, 56, 56, 57, 56, 56, 57, 56, 55, 55, 55, 56, 55, 55, 58, 58, 57, 55, 54, 53, 53, 53, 54, 53, 54, 55, 54, 56, 53, 53, 53, 53, 54, 54, 59, 62, 0, 54, 53, 52, 52, 53, 54, 53, 53, 53, 56, 56, 63, 55, 55, 53, 55, 53, 54, 54, 55, 54, 54, 54, 55, 55, 56, 56, 56, 56, 56, 58, 57, 57, 56, 57, 56, 57, 0, 55, 56, 57, 56, 56, 54, 53, 54, 54, 56, 56, 54, 56, 56, 56, 55, 55, 56, 58, 58, 61]",55.41,52,22111111111112434211121111221111234222212222142111124442211122221333322342222221112442242222421222222234444233224,1,14760,23821,16110,150,0,2580,28,45,"[32, 31, 34, 40, 34, 32, 34, 29, 31, 33, 39, 52, 52, 39, 28, 52, 39, 43, 25, 32, 41, 32, 41, 33, 37, 40, 33, 32, 32, 32, 36, 51, 46, 46, 46, 40, 36, 39, 36, 34, 41, 37, 49, 50, 50, 86, 53, 69, 71, 77, 63, 46, 45, 49, 0, 35, 37, 36, 38, 37, 37, 62, 52, 48, 55, 58, 33, 62, 51, 50, 43, 64, 54, 44, 46, 34, 54, 53, 57, 63, 62, 42, 36, 42, 47, 45, 38, 51, 49, 48, 41, 41, 0, 35, 36, 43, 64, 49, 47, 46, 48, 45, 65, 57, 50, 55, 44, 45, 48, 63, 45, 62, 66, 70]",68,13,100,52,74,67,38,87,2020-04-30,-0.03,-0.03,-0.03,120,27570
43,8940,2020-05-02T11:42:31+02:00,42151,2020-05-02T02:07:31+02:00,7651,14.5,8940,34500,74,"[56, 55, 55, 54, 54, 54, 54, 54, 54, 54, 55, 57, 60, 59, 61, 59, 58, 57, 56, 55, 55, 54, 52, 53, 53, 0, 0, 0, 0, 0, 52, 51, 52, 51, 50, 57, 56, 55, 0, 0, 53, 52, 51, 50, 50, 50, 50, 51, 51, 52, 52, 51, 52, 52, 55, 55, 59, 57, 55, 53, 53, 53, 54, 55, 55, 56, 56, 53, 56, 58, 54, 54, 55, 0, 53, 54, 54, 54, 54, 55, 54, 55, 55, 60, 0, 53, 56, 55, 55, 54, 55, 54, 54, 55, 55, 54, 55, 54, 56, 57, 56, 55, 55, 55, 54, 54, 55, 55, 54, 55, 57, 56, 0, 56, 58, 60]",54.53,50,4221111111111322112211142114144222231444422221112112212444422222112442224442111124424422222222442442222222222334444,1,15150,23971,16320,270,1,1470,26,48,"[27, 33, 27, 32, 27, 29, 39, 52, 36, 32, 30, 41, 36, 46, 39, 39, 27, 46, 51, 41, 47, 48, 44, 50, 32, 0, 0, 0, 0, 0, 53, 70, 62, 55, 51, 40, 71, 51, 0, 0, 62, 40, 46, 47, 48, 44, 46, 46, 46, 41, 40, 60, 46, 49, 67, 52, 33, 41, 44, 52, 55, 51, 51, 59, 70, 71, 69, 52, 58, 55, 56, 41, 32, 0, 52, 42, 39, 44, 48, 52, 54, 45, 44, 47, 0, 45, 50, 69, 41, 52, 41, 47, 57, 48, 43, 57, 48, 64, 41, 48, 63, 57, 64, 56, 61, 60, 54, 66, 75, 62, 60, 70, 0, 39, 48, 48]",64,13,100,67,58,72,22,79,2020-05-01,-0.12,-0.12,-0.06,120,25560
44,7230,2020-05-03T11:30:31+02:00,41431,2020-05-03T02:12:31+02:00,7951,14.875,9120,33480,78,"[57, 56, 56, 55, 55, 55, 55, 56, 55, 55, 55, 55, 55, 59, 58, 0, 57, 56, 56, 56, 57, 56, 56, 56, 0, 0, 54, 55, 54, 52, 52, 52, 52, 52, 53, 56, 53, 53, 54, 52, 55, 0, 0, 0, 53, 52, 52, 53, 52, 53, 53, 52, 53, 55, 54, 55, 55, 54, 0, 55, 53, 0, 0, 55, 57, 57, 56, 56, 56, 0, 0, 0, 0, 0, 55, 55, 56, 57, 56, 56, 54, 55, 54, 55, 56, 0, 0, 54, 55, 0, 0, 0, 0, 0, 55, 55, 57, 58, 61, 60, 57, 58, 57, 55, 55, 54, 53, 53, 57, 57, 58, 58]",55.09,52,2221113311111114222142111122422111112222244441211211112111444444222221333344422233222244333334422222222222212244,1,13530,24151,16200,150,0,3600,26,45,"[38, 27, 29, 40, 36, 29, 29, 38, 36, 42, 46, 48, 51, 49, 50, 0, 56, 42, 38, 54, 51, 57, 63, 71, 0, 0, 36, 38, 56, 41, 48, 50, 47, 50, 57, 41, 58, 68, 57, 65, 54, 0, 0, 0, 43, 45, 40, 38, 46, 43, 41, 57, 47, 48, 47, 46, 39, 39, 0, 49, 55, 0, 0, 34, 39, 46, 45, 39, 55, 0, 0, 0, 0, 0, 57, 51, 40, 38, 48, 41, 50, 32, 39, 62, 52, 0, 0, 45, 46, 0, 0, 0, 0, 0, 55, 54, 39, 47, 47, 53, 32, 35, 36, 40, 45, 54, 46, 54, 47, 40, 59, 64]",65,12,100,41,67,67,54,82,2020-05-02,-0.61,-0.61,-0.29,120,26250
45,5730,2020-05-04T09:11:31+02:00,33091,2020-05-04T01:00:31+02:00,3631,14.125,8070,29460,81,"[55, 56, 55, 54, 54, 52, 52, 52, 51, 52, 53, 53, 54, 56, 56, 57, 56, 0, 0, 0, 0, 0, 0, 52, 51, 51, 51, 52, 55, 55, 56, 55, 55, 53, 51, 52, 52, 56, 63, 0, 55, 54, 53, 53, 53, 52, 52, 52, 52, 52, 53, 52, 52, 52, 52, 52, 53, 55, 55, 54, 55, 55, 54, 54, 54, 54, 53, 54, 51, 52, 50, 51, 52, 52, 52, 53, 55, 59, 54, 55, 0, 53, 53, 52, 52, 52, 52, 53, 52, 0, 53, 55, 52, 54, 55, 58, 61, 54, 0]",53.55,50,422444221111111111211144222244221121221441122222221211111432222222221222122121224442222222332223344,1,14250,18691,15060,1740,0,1410,25,40,"[36, 45, 38, 40, 43, 40, 41, 36, 43, 37, 40, 37, 30, 30, 42, 28, 24, 0, 0, 0, 0, 0, 0, 41, 42, 41, 50, 39, 50, 41, 42, 39, 33, 45, 51, 40, 46, 42, 39, 0, 39, 40, 39, 41, 44, 45, 42, 40, 40, 38, 38, 40, 42, 33, 35, 38, 44, 30, 34, 43, 55, 37, 38, 38, 33, 35, 38, 35, 50, 57, 50, 39, 50, 46, 39, 67, 44, 45, 38, 48, 0, 41, 63, 44, 44, 41, 43, 38, 38, 0, 46, 43, 45, 39, 41, 50, 46, 70, 0]",64,34,99,65,74,62,21,72,2020-05-03,-0.08,-0.08,-0.3,120,23730
46,5670,2020-05-05T09:19:31+02:00,33571,2020-05-05T01:22:31+02:00,4951,14.25,11280,28620,80,"[59, 58, 56, 55, 55, 55, 55, 54, 54, 55, 55, 55, 58, 58, 56, 57, 57, 56, 56, 56, 57, 54, 54, 54, 54, 55, 54, 55, 54, 57, 0, 52, 52, 52, 54, 54, 53, 51, 50, 50, 50, 53, 53, 0, 53, 52, 54, 58, 55, 0, 0, 52, 53, 52, 52, 51, 51, 51, 52, 52, 0, 0, 52, 57, 54, 54, 54, 53, 53, 52, 51, 51, 51, 52, 52, 53, 52, 53, 52, 52, 53, 54, 53, 53, 0, 53, 53, 52, 52, 52, 53, 53, 54, 54, 56, 0]",53.67,50,442212111111112211111221111111432222122211113223244211111111144442423322211224224222242222112244,1,10380,18931,13980,720,0,1290,22,57,"[48, 44, 49, 40, 52, 41, 42, 41, 38, 38, 46, 34, 47, 62, 52, 47, 51, 53, 86, 71, 76, 77, 73, 87, 85, 87, 72, 85, 47, 43, 0, 56, 47, 58, 50, 48, 54, 52, 54, 59, 66, 46, 49, 0, 58, 50, 47, 55, 52, 0, 0, 49, 46, 52, 45, 61, 63, 60, 53, 58, 0, 0, 46, 46, 55, 57, 54, 75, 70, 46, 63, 59, 61, 67, 63, 78, 63, 65, 66, 70, 50, 55, 62, 73, 0, 55, 46, 55, 45, 41, 42, 45, 46, 59, 51, 0]",62,32,100,42,72,91,19,68,2020-05-04,-0.1,-0.1,-0.17,120,22950
47,6270,2020-05-06T09:37:31+02:00,34651,2020-05-06T01:15:31+02:00,4531,14.375,8970,30120,79,"[55, 55, 55, 55, 55, 55, 55, 55, 56, 0, 0, 56, 55, 54, 54, 54, 54, 55, 55, 56, 59, 58, 58, 58, 56, 57, 56, 56, 55, 55, 52, 52, 52, 52, 52, 52, 52, 52, 53, 54, 55, 55, 54, 52, 54, 54, 54, 53, 51, 51, 52, 52, 54, 50, 50, 50, 50, 51, 54, 54, 0, 58, 60, 60, 57, 62, 0, 0, 56, 56, 55, 54, 55, 55, 55, 55, 53, 54, 55, 58, 59, 60, 57, 58, 59, 0, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 58, 57, 57, 69, 0]",55.13,50,42111111114421111111124422211112221111122222221112222222221444222244444222223313444424422222222333244,1,13200,18961,14430,330,0,1680,24,51,"[36, 36, 44, 44, 49, 34, 45, 39, 37, 0, 0, 36, 42, 50, 63, 44, 66, 58, 51, 68, 39, 52, 49, 52, 52, 55, 67, 70, 67, 83, 47, 47, 60, 53, 54, 50, 52, 61, 60, 55, 52, 62, 54, 60, 53, 59, 60, 62, 59, 51, 56, 53, 45, 52, 43, 51, 49, 49, 50, 61, 0, 35, 34, 33, 37, 44, 0, 0, 40, 41, 37, 46, 42, 38, 49, 47, 53, 59, 55, 40, 40, 60, 39, 33, 27, 0, 36, 34, 42, 40, 42, 36, 44, 40, 60, 46, 59, 54, 52, 42, 0]",60,31,100,35,69,75,24,72,2020-05-05,-0.17,-0.17,-0.09,120,23850
48,5070,2020-05-07T09:31:17+02:00,34277,2020-05-07T01:53:17+02:00,6797,14.25,9750,27480,82,"[56, 55, 55, 55, 55, 55, 55, 55, 55, 56, 58, 59, 57, 56, 56, 56, 56, 56, 57, 57, 57, 55, 55, 54, 54, 55, 55, 55, 56, 58, 62, 58, 58, 58, 53, 55, 56, 55, 55, 54, 55, 55, 55, 56, 53, 52, 52, 54, 55, 54, 54, 53, 56, 55, 58, 0, 55, 55, 55, 54, 55, 55, 55, 55, 55, 56, 57, 58, 58, 58, 58, 60, 59, 56, 55, 55, 56, 55, 55, 55, 56, 57, 57, 58, 61, 59, 59, 59, 57, 58, 58, 57]",56.0,52,42211111111112111111221122114444222222222111221211122444422222221244442222211211111233423344,1,11250,19997,13200,180,0,1410,26,52,"[41, 33, 35, 60, 61, 38, 61, 74, 54, 59, 51, 46, 68, 34, 60, 55, 36, 44, 61, 58, 46, 39, 44, 45, 42, 75, 35, 61, 79, 67, 29, 43, 54, 68, 46, 60, 60, 47, 48, 67, 73, 83, 80, 55, 53, 46, 63, 74, 50, 55, 50, 56, 51, 60, 44, 0, 41, 35, 46, 39, 42, 61, 52, 67, 71, 44, 57, 35, 51, 46, 38, 31, 33, 35, 38, 50, 55, 44, 38, 38, 45, 58, 55, 41, 46, 29, 57, 48, 42, 44, 55, 61]",62,24,100,65,76,67,21,66,2020-05-06,0.06,0.06,-0.02,120,22410
49,6300,2020-05-08T09:44:56+02:00,35096,2020-05-08T01:32:56+02:00,5576,14.5,9630,29520,79,"[58, 55, 56, 55, 55, 55, 55, 56, 57, 57, 57, 58, 58, 58, 57, 58, 58, 58, 57, 58, 57, 57, 57, 53, 56, 55, 56, 55, 56, 56, 57, 0, 54, 55, 54, 54, 0, 0, 0, 0, 54, 54, 53, 54, 54, 56, 60, 54, 54, 54, 0, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 54, 55, 56, 56, 63, 60, 56, 58, 56, 57, 58, 57, 57, 56, 56, 56, 56, 55, 57, 55, 57, 57, 56, 56, 56, 56, 56, 57, 56, 56, 56, 57, 58, 57, 55, 58, 57, 0]",55.87,53,422221111111132221111111221222444111211121122442224422211114211323324222221221244444222222221144444,1,12600,19376,13800,300,0,990,26,51,"[52, 34, 38, 41, 58, 35, 44, 42, 47, 45, 64, 46, 42, 48, 60, 70, 71, 86, 81, 72, 87, 68, 78, 44, 55, 51, 65, 81, 42, 53, 48, 0, 39, 51, 40, 48, 0, 0, 0, 0, 40, 46, 46, 46, 54, 38, 43, 62, 47, 47, 0, 49, 51, 43, 48, 46, 46, 49, 45, 58, 37, 41, 59, 40, 50, 30, 44, 46, 40, 39, 38, 45, 31, 26, 38, 40, 40, 42, 50, 52, 51, 36, 47, 41, 37, 38, 44, 38, 38, 48, 50, 54, 61, 67, 58, 56, 53, 47, 0]",63,28,100,68,69,72,15,69,2020-05-07,-0.19,-0.19,-0.05,120,23220
50,5130,2020-05-09T10:47:56+02:00,38876,2020-05-09T02:12:56+02:00,7976,14.0,9960,30900,83,"[0, 55, 56, 55, 55, 55, 55, 55, 54, 54, 54, 54, 54, 54, 56, 58, 58, 55, 53, 53, 52, 52, 53, 54, 54, 54, 53, 53, 53, 53, 53, 60, 56, 55, 52, 52, 51, 52, 51, 0, 51, 51, 51, 50, 51, 51, 52, 52, 55, 55, 56, 54, 54, 53, 53, 54, 54, 52, 52, 52, 53, 52, 52, 52, 52, 52, 53, 57, 59, 54, 54, 56, 52, 52, 53, 53, 53, 53, 54, 54, 55, 54, 55, 57, 59, 58, 59, 60, 57, 56, 55, 56, 55, 55, 54, 54, 54, 54, 53, 53, 53, 53, 53, 0]",53.97,50,4211111111111224442211111111144332222221221211211333442322111122222334444111122222233233322222222222224,1,12660,23516,15540,330,0,3150,26,41,"[0, 40, 33, 34, 31, 31, 31, 36, 49, 37, 35, 41, 42, 36, 34, 30, 25, 40, 45, 42, 42, 44, 45, 41, 41, 41, 38, 40, 37, 53, 49, 34, 38, 54, 38, 48, 48, 49, 51, 0, 59, 44, 54, 52, 49, 55, 46, 39, 33, 41, 33, 47, 38, 47, 49, 44, 40, 46, 49, 56, 45, 49, 50, 48, 46, 47, 36, 35, 36, 38, 42, 44, 45, 42, 38, 34, 38, 42, 35, 38, 38, 36, 37, 41, 43, 31, 43, 43, 33, 30, 48, 35, 42, 36, 38, 45, 40, 42, 48, 41, 42, 44, 53, 0]",70,14,100,68,79,75,47,80,2020-05-08,0.03,0.03,-0.01,120,25770
51,10380,2020-05-10T10:17:56+02:00,37076,2020-05-10T01:14:56+02:00,4496,14.5,5820,32580,68,"[0, 54, 53, 52, 51, 50, 50, 0, 0, 54, 53, 0, 0, 0, 50, 51, 50, 50, 50, 51, 50, 50, 52, 53, 52, 54, 56, 54, 52, 52, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 51, 51, 0, 53, 54, 56, 54, 50, 50, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 50, 51, 52, 52, 53, 0, 0, 50, 51, 52, 51, 51, 51, 51, 51, 51, 52, 55, 0, 0, 55, 54, 58, 57, 53, 54, 51, 52, 0, 53, 53, 53, 53, 54, 56, 56, 55, 56, 56, 56, 56, 57, 58, 58, 58, 59]",52.43,49,4222224444244422211111122222212112444414442244222222222221112211133444212221222244444222222422211333344444244,1,14160,20516,16020,390,0,2220,29,46,"[0, 48, 47, 52, 59, 48, 53, 0, 0, 45, 49, 0, 0, 0, 51, 46, 48, 51, 46, 42, 47, 46, 42, 40, 40, 29, 25, 36, 42, 43, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 49, 46, 0, 60, 54, 45, 39, 63, 65, 53, 48, 47, 53, 53, 53, 71, 52, 53, 74, 71, 52, 59, 54, 57, 53, 64, 0, 0, 53, 44, 41, 46, 44, 44, 51, 49, 53, 45, 62, 0, 0, 40, 54, 33, 43, 53, 41, 43, 42, 0, 40, 40, 37, 36, 34, 35, 31, 30, 28, 33, 50, 45, 33, 31, 25, 29, 28]",57,22,96,44,44,78,32,65,2020-05-09,-0.04,-0.04,0.0,120,22200
52,7890,2020-05-11T09:26:56+02:00,34016,2020-05-11T01:04:56+02:00,3896,13.875,8700,30120,74,"[0, 0, 55, 57, 56, 0, 0, 56, 55, 54, 53, 53, 53, 53, 53, 53, 53, 54, 54, 56, 55, 57, 56, 56, 54, 54, 0, 53, 53, 53, 53, 53, 53, 53, 53, 53, 52, 52, 52, 52, 53, 54, 58, 56, 54, 55, 53, 53, 53, 53, 54, 52, 52, 52, 53, 53, 53, 54, 52, 51, 51, 52, 54, 56, 55, 54, 54, 0, 52, 52, 52, 52, 52, 52, 52, 52, 53, 54, 56, 57, 63, 56, 57, 55, 56, 54, 52, 52, 52, 52, 52, 52, 52, 53, 52, 53, 53, 55, 54, 56, 56]",53.71,51,44222444111111121111222224411111121122222133244222222111214222244444411111112233442222222222224424444,1,12150,18176,14280,510,0,1380,26,43,"[0, 0, 52, 41, 41, 0, 0, 51, 34, 35, 47, 37, 38, 37, 40, 66, 35, 35, 30, 43, 53, 48, 30, 46, 56, 51, 0, 44, 41, 44, 45, 42, 41, 40, 48, 47, 43, 43, 43, 51, 42, 33, 59, 62, 39, 43, 48, 49, 48, 38, 45, 39, 45, 40, 38, 41, 42, 45, 74, 47, 49, 51, 52, 36, 36, 57, 56, 0, 44, 48, 49, 44, 42, 46, 45, 44, 40, 41, 38, 47, 35, 45, 35, 42, 35, 32, 50, 44, 51, 45, 43, 48, 42, 49, 41, 74, 42, 32, 34, 35, 31]",61,38,100,56,58,83,20,65,2020-05-10,0.0,0.0,0.02,120,22230
53,4200,2020-05-12T09:17:02+02:00,33422,2020-05-12T01:10:02+02:00,4202,13.875,9600,29220,86,"[0, 51, 50, 49, 49, 50, 50, 50, 50, 51, 51, 51, 51, 53, 55, 55, 56, 54, 53, 53, 53, 53, 53, 54, 53, 52, 52, 53, 52, 51, 52, 51, 51, 51, 52, 57, 0, 50, 51, 51, 51, 51, 51, 52, 50, 51, 50, 50, 50, 51, 51, 51, 52, 53, 59, 0, 52, 53, 53, 52, 52, 53, 51, 51, 51, 51, 52, 52, 52, 51, 52, 52, 54, 56, 59, 55, 55, 56, 54, 54, 52, 52, 52, 53, 53, 54, 0, 53, 54, 55, 56, 53, 54, 53, 54, 54, 54, 0]",52.43,49,42111111111111111221121111112222222144111114222212211424222222222223322223142322222232422222333324,1,12390,18542,14340,330,0,3030,25,46,"[0, 51, 52, 61, 63, 49, 54, 58, 57, 49, 44, 50, 46, 48, 46, 61, 31, 58, 49, 48, 47, 37, 31, 30, 37, 39, 34, 34, 53, 63, 70, 45, 50, 50, 43, 54, 0, 53, 52, 42, 41, 43, 46, 56, 44, 38, 41, 42, 42, 53, 50, 49, 44, 54, 44, 0, 39, 47, 47, 37, 45, 38, 48, 47, 55, 46, 46, 42, 42, 51, 45, 64, 53, 47, 44, 46, 37, 33, 39, 46, 52, 47, 49, 55, 42, 42, 0, 44, 39, 40, 61, 42, 40, 44, 49, 45, 74, 0]",70,35,100,66,81,75,45,77,2020-05-11,-0.09,-0.09,-0.01,120,25020
54,4230,2020-05-13T09:50:02+02:00,35402,2020-05-13T02:11:02+02:00,7862,13.75,8550,27540,85,"[57, 56, 55, 55, 54, 54, 54, 54, 54, 54, 55, 55, 58, 57, 56, 58, 58, 56, 56, 56, 56, 56, 0, 0, 0, 0, 55, 55, 56, 56, 54, 54, 53, 53, 55, 59, 62, 56, 55, 55, 54, 54, 0, 53, 0, 52, 52, 52, 52, 52, 53, 53, 53, 53, 54, 56, 58, 53, 53, 55, 55, 55, 55, 59, 57, 55, 55, 53, 54, 54, 54, 54, 54, 54, 55, 55, 56, 0, 62, 59, 60, 55, 54, 54, 55, 55, 55, 55, 55, 55, 0, 0]",55.08,52,42222211112111222222211332421141122111422244442111211113124232223322222111113243342222222244,1,12540,21392,13530,270,0,2220,23,45,"[47, 31, 33, 33, 33, 31, 32, 29, 35, 37, 32, 53, 57, 51, 48, 43, 45, 44, 43, 75, 69, 50, 0, 0, 0, 0, 38, 35, 30, 50, 49, 42, 60, 42, 33, 45, 35, 59, 36, 39, 45, 54, 0, 52, 0, 48, 52, 52, 51, 42, 38, 40, 43, 47, 36, 33, 58, 45, 62, 60, 38, 42, 49, 52, 48, 38, 48, 51, 44, 48, 49, 48, 61, 60, 69, 44, 51, 0, 50, 38, 52, 40, 42, 44, 48, 53, 32, 56, 43, 40, 0, 0]",66,20,100,72,83,72,32,70,2020-05-12,-0.19,-0.19,-0.08,120,23310
